,drug_name,drug_id,target_name,target_id,disease_name,disease_id,knowledge_source_r1,knowledge_source_r2
14963,sunitinib,CHEBI:38940,STK10,NCBIGene:6793,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14964,sunitinib,CHEBI:38940,KDR,NCBIGene:3791,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14965,sunitinib,CHEBI:38940,KDR,NCBIGene:3791,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
14966,sunitinib,CHEBI:38940,MERTK,NCBIGene:10461,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14967,sunitinib,CHEBI:38940,RPS6KA2,NCBIGene:6196,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14968,sunitinib,CHEBI:38940,DAPK3,NCBIGene:1613,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14969,sunitinib,CHEBI:38940,DDR2,NCBIGene:4921,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14970,sunitinib,CHEBI:38940,HIPK2,NCBIGene:28996,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
14971,sunitinib,CHEBI:38940,HIPK2,NCBIGene:28996,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
14972,sunitinib,CHEBI:38940,HIPK2,NCBIGene:28996,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14973,sunitinib,CHEBI:38940,CHEK2,NCBIGene:11200,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14974,sunitinib,CHEBI:38940,STK4,NCBIGene:6789,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14975,sunitinib,CHEBI:38940,MINK1,NCBIGene:50488,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14976,sunitinib,CHEBI:38940,FLT3,NCBIGene:2322,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14977,sunitinib,CHEBI:38940,FLT3,NCBIGene:2322,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
14978,sunitinib,CHEBI:38940,STK17A,NCBIGene:9263,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14979,sunitinib,CHEBI:38940,CLK4,NCBIGene:57396,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14980,sunitinib,CHEBI:38940,DLK1,NCBIGene:8788,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14981,sunitinib,CHEBI:38940,MYLK3,NCBIGene:91807,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14982,sunitinib,CHEBI:38940,TNIK,NCBIGene:23043,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14983,sunitinib,CHEBI:38940,CSNK1D,NCBIGene:1453,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14984,sunitinib,CHEBI:38940,CLK2,NCBIGene:1196,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14985,sunitinib,CHEBI:38940,CLK1,NCBIGene:1195,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14986,sunitinib,CHEBI:38940,AXL,NCBIGene:558,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14987,sunitinib,CHEBI:38940,GAK,NCBIGene:2580,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14988,sunitinib,CHEBI:38940,HIPK1,NCBIGene:204851,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
14989,sunitinib,CHEBI:38940,HIPK1,NCBIGene:204851,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
14990,sunitinib,CHEBI:38940,ULK2,NCBIGene:9706,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14991,sunitinib,CHEBI:38940,NQO2,NCBIGene:4835,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14992,sunitinib,CHEBI:38940,AAK1,NCBIGene:22848,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14993,sunitinib,CHEBI:38940,ABL2,NCBIGene:27,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14994,sunitinib,CHEBI:38940,RPS6KA5,NCBIGene:9252,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14995,sunitinib,CHEBI:38940,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14996,sunitinib,CHEBI:38940,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
14997,sunitinib,CHEBI:38940,RET,NCBIGene:5979,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14998,sunitinib,CHEBI:38940,FLT1,NCBIGene:2321,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
14999,sunitinib,CHEBI:38940,FLT1,NCBIGene:2321,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15000,sunitinib,CHEBI:38940,MAP3K19,NCBIGene:80122,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15001,sunitinib,CHEBI:38940,DYRK2,NCBIGene:8445,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
15002,sunitinib,CHEBI:38940,DYRK2,NCBIGene:8445,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15003,sunitinib,CHEBI:38940,CSF1R,NCBIGene:1436,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15004,sunitinib,CHEBI:38940,CSF1R,NCBIGene:1436,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15005,sunitinib,CHEBI:38940,DDR1,NCBIGene:780,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15006,sunitinib,CHEBI:38940,PHKG1,NCBIGene:5260,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15007,sunitinib,CHEBI:38940,ULK1,NCBIGene:8408,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15008,sunitinib,CHEBI:38940,FLT4,NCBIGene:2324,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15009,sunitinib,CHEBI:38940,FLT4,NCBIGene:2324,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15010,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:hpo-annotations,infores:drugcentral
15011,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:omim,infores:drugcentral
15012,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:reactome,infores:drugcentral
15013,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15014,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:monarchinitiative,infores:drugcentral
15015,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15016,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:uniprot,infores:drugcentral
15017,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
15018,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15019,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15020,imatinib,CHEBI:45783,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15021,imatinib,CHEBI:45783,ABL1,NCBIGene:25,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15022,imatinib,CHEBI:45783,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15023,imatinib,CHEBI:45783,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15024,imatinib,CHEBI:45783,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15025,imatinib,CHEBI:45783,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15026,imatinib,CHEBI:45783,DDX3X,NCBIGene:1654,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15027,imatinib,CHEBI:45783,NQO2,NCBIGene:4835,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15028,imatinib,CHEBI:45783,DDR1,NCBIGene:780,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15029,imatinib,CHEBI:45783,FLT3,NCBIGene:2322,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15030,imatinib,CHEBI:45783,FLT3,NCBIGene:2322,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15031,imatinib,CHEBI:45783,ABL2,NCBIGene:27,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15032,imatinib,CHEBI:45783,CLK1,NCBIGene:1195,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15033,imatinib,CHEBI:45783,DDR2,NCBIGene:4921,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15034,imatinib,CHEBI:45783,CSF1R,NCBIGene:1436,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15035,imatinib,CHEBI:45783,CSF1R,NCBIGene:1436,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15036,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:hpo-annotations,infores:drugcentral
15037,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15038,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:uniprot,infores:drugcentral
15039,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
15040,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15041,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:monarchinitiative,infores:drugcentral
15042,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15043,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15044,imatinib,CHEBI:45783,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15045,imatinib,CHEBI:45783,CLK4,NCBIGene:57396,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15046,imatinib,CHEBI:45783,GAK,NCBIGene:2580,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15047,imatinib,CHEBI:45783,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15048,imatinib,CHEBI:45783,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15049,imatinib,CHEBI:45783,STK17A,NCBIGene:9263,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15050,imatinib,CHEBI:45783,IRAK1,NCBIGene:3654,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15051,imatinib,CHEBI:45783,SLC47A1,NCBIGene:55244,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15052,regorafenib,CHEBI:68647,FLT4,NCBIGene:2324,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15053,regorafenib,CHEBI:68647,FLT4,NCBIGene:2324,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15054,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:hpo-annotations,infores:drugcentral
15055,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15056,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:uniprot,infores:drugcentral
15057,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
15058,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15059,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:monarchinitiative,infores:drugcentral
15060,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15061,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15062,regorafenib,CHEBI:68647,PDGFRA,NCBIGene:5156,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15063,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:hpo-annotations,infores:drugcentral
15064,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:omim,infores:drugcentral
15065,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:reactome,infores:drugcentral
15066,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15067,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:monarchinitiative,infores:drugcentral
15068,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15069,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:uniprot,infores:drugcentral
15070,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:ctd,infores:drugcentral
15071,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15072,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15073,regorafenib,CHEBI:68647,KIT,NCBIGene:3815,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15074,regorafenib,CHEBI:68647,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15075,regorafenib,CHEBI:68647,PDGFRB,NCBIGene:5159,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15076,regorafenib,CHEBI:68647,CLK1,NCBIGene:1195,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15077,regorafenib,CHEBI:68647,EPHX2,NCBIGene:2053,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15078,regorafenib,CHEBI:68647,RET,NCBIGene:5979,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15079,regorafenib,CHEBI:68647,EPHA1,NCBIGene:2041,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15080,regorafenib,CHEBI:68647,ABL1,NCBIGene:25,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15081,regorafenib,CHEBI:68647,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15082,regorafenib,CHEBI:68647,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:eram,infores:drugcentral
15083,regorafenib,CHEBI:68647,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:diseases,infores:drugcentral
15084,regorafenib,CHEBI:68647,BRAF,NCBIGene:673,gastrointestinal stromal tumor,MONDO:0011719,infores:disgenet,infores:drugcentral
15085,regorafenib,CHEBI:68647,DDR2,NCBIGene:4921,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15086,regorafenib,CHEBI:68647,FLT1,NCBIGene:2321,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15087,regorafenib,CHEBI:68647,FLT1,NCBIGene:2321,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15088,regorafenib,CHEBI:68647,DDR1,NCBIGene:780,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15089,regorafenib,CHEBI:68647,KDR,NCBIGene:3791,gastrointestinal stromal tumor,MONDO:0011719,infores:drugcentral,infores:drugcentral
15090,regorafenib,CHEBI:68647,KDR,NCBIGene:3791,gastrointestinal stromal tumor,MONDO:0011719,infores:drugmechdb,infores:drugcentral
15091,montelukast,CHEBI:50730,PTGS1,NCBIGene:5742,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15092,montelukast,CHEBI:50730,CYSLTR1,NCBIGene:10800,allergic rhinitis,MONDO:0011786,infores:hetionet,infores:drugcentral
15093,montelukast,CHEBI:50730,CYSLTR1,NCBIGene:10800,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15094,montelukast,CHEBI:50730,CYSLTR1,NCBIGene:10800,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15095,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,everycure_indication_list
15096,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,everycure_indication_list
15097,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,everycure_indication_list
15098,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,everycure_indication_list
15099,azelastine,CHEBI:2950,ADRA1B,NCBIGene:147,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15100,azelastine,CHEBI:2950,ADRA1B,NCBIGene:147,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15101,azelastine,CHEBI:2950,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15102,azelastine,CHEBI:2950,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15103,azelastine,CHEBI:2950,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15104,azelastine,CHEBI:2950,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15105,azelastine,CHEBI:2950,KCNH2,NCBIGene:3757,allergic rhinitis,MONDO:0011786,infores:tiga,infores:drugcentral
15106,cyclizine,CHEBI:3994,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15107,cyclizine,CHEBI:3994,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15108,cyclizine,CHEBI:3994,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15109,cyclizine,CHEBI:3994,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15110,promazine,CHEBI:8459,ADRA1A,NCBIGene:148,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15111,promazine,CHEBI:8459,ADRA1A,NCBIGene:148,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15112,promazine,CHEBI:8459,ADRA1B,NCBIGene:147,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15113,promazine,CHEBI:8459,ADRA1B,NCBIGene:147,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15114,promazine,CHEBI:8459,CHRM5,NCBIGene:1133,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15115,promazine,CHEBI:8459,ADRA2A,NCBIGene:150,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15116,promazine,CHEBI:8459,HTR2A,NCBIGene:3356,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15117,promazine,CHEBI:8459,DRD2,NCBIGene:1813,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15118,promazine,CHEBI:8459,CHRM1,NCBIGene:1128,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15119,promazine,CHEBI:8459,CHRM1,NCBIGene:1128,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15120,promazine,CHEBI:8459,ADRA1D,NCBIGene:146,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15121,promazine,CHEBI:8459,ADRA1D,NCBIGene:146,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15122,promazine,CHEBI:8459,CHRM4,NCBIGene:1132,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15123,promazine,CHEBI:8459,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15124,promazine,CHEBI:8459,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15125,promazine,CHEBI:8459,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15126,promazine,CHEBI:8459,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15127,promazine,CHEBI:8459,CHRM3,NCBIGene:1131,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15128,promazine,CHEBI:8459,CHRM3,NCBIGene:1131,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15129,promazine,CHEBI:8459,CHRM2,NCBIGene:1129,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15130,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15131,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15132,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15133,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15134,mepyramine,CHEBI:6762,SLC22A5,NCBIGene:6584,allergic rhinitis,MONDO:0011786,infores:tiga,infores:drugcentral
15135,salicylic acid,CHEBI:16914,PTGS1,NCBIGene:5742,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15136,salicylic acid,CHEBI:16914,PTGS2,NCBIGene:5743,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15137,salicylic acid,CHEBI:16914,PTGS2,NCBIGene:5743,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15138,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15139,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15140,tranilast,CHEBI:77572,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15141,tranilast,CHEBI:77572,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15142,tranilast,CHEBI:77572,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15143,tranilast,CHEBI:77572,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15144,acrivastine,CHEBI:83168,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15145,acrivastine,CHEBI:83168,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15146,acrivastine,CHEBI:83168,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15147,acrivastine,CHEBI:83168,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15148,desonide,CHEBI:204734,NR3C1,NCBIGene:2908,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15149,desonide,CHEBI:204734,NR3C1,NCBIGene:2908,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15150,cetirizine,CHEBI:3561,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15151,cetirizine,CHEBI:3561,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15152,cetirizine,CHEBI:3561,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
15153,cetirizine,CHEBI:3561,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugmechdb,infores:drugcentral
15154,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:drugcentral,infores:drugcentral
15155,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:disgenet,infores:drugcentral
15156,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,allergic rhinitis,MONDO:0011786,infores:ctd,infores:drugcentral
