target_id,target_name,disease_id,disease_name,edge_name
NCBIGene:11168,psip1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2158,f9,MONDO:0010604,hemophilia b,biolink:target_for
NCBIGene:2158,f9,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2158,f9,MONDO:0010432,"thrombophilia, x-linked, due to factor 9 defect",biolink:target_for
NCBIGene:2158,f9,OMIM:301052,"warfarin sensitivity, x-linked",biolink:target_for
NCBIGene:2348,folr1,MONDO:0013110,neurodegenerative syndrome due to cerebral folate transport deficiency,biolink:target_for
NCBIGene:1293,col6a3,MONDO:0958234,bethlem myopathy 1c,biolink:target_for
NCBIGene:1293,col6a3,MONDO:0958236,ullrich congenital muscular dystrophy 1c,biolink:target_for
NCBIGene:1293,col6a3,MONDO:0014627,dystonia 27,biolink:target_for
NCBIGene:7454,was,DOID:9169,wiskott-aldrich syndrome,biolink:target_for
NCBIGene:7454,was,MONDO:0010743,thrombocytopenia 1,biolink:target_for
NCBIGene:7454,was,MONDO:0010294,x-linked severe congenital neutropenia,biolink:target_for
NCBIGene:115650,tnfrsf13c,OMIM:613494,"immunodeficiency, common variable, 4",biolink:target_for
NCBIGene:3082,hgf,MONDO:0012003,autosomal recessive nonsyndromic hearing loss 39,biolink:target_for
NCBIGene:4128,maoa,MONDO:0010379,brunner syndrome,biolink:target_for
NCBIGene:1001,cdh3,MONDO:0011107,congenital hypotrichosis with juvenile macular dystrophy,biolink:target_for
NCBIGene:1001,cdh3,MONDO:0009155,eem syndrome,biolink:target_for
NCBIGene:5740,ptgis,MONDO:0001134,essential hypertension,biolink:target_for
NCBIGene:9101,usp8,MONDO:0009050,cushing disease due to pituitary adenoma,biolink:target_for
NCBIGene:23529,clcf1,MONDO:0012467,cold-induced sweating syndrome 2,biolink:target_for
NCBIGene:10481,hoxb13,MONDO:0008315,prostate cancer,biolink:target_for
NCBIGene:8989,trpa1,MONDO:0014021,familial episodic pain syndrome with predominantly upper body involvement,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0044637,infantile-onset generalized dyskinesia with orofacial involvement,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0014835,"striatal degeneration, autosomal dominant 2",biolink:target_for
NCBIGene:781,cacna2d1,MONDO:0859327,developmental and epileptic encephalopathy 110,biolink:target_for
NCBIGene:81027,tubb1,MONDO:0800047,"macrothrombocytopenia, isolated, 1, autosomal dominant",biolink:target_for
NCBIGene:6442,sgca,MONDO:0011968,autosomal recessive limb-girdle muscular dystrophy type 2d,biolink:target_for
NCBIGene:133396,il31ra,MONDO:0013502,"amyloidosis, primary localized cutaneous, 2",biolink:target_for
NCBIGene:1584,cyp11b1,MONDO:0018479,congenital adrenal hyperplasia,biolink:target_for
NCBIGene:1584,cyp11b1,MONDO:0016525,familial hyperaldosteronism,biolink:target_for
NCBIGene:2159,f10,MONDO:0002247,factor x deficiency,biolink:target_for
NCBIGene:8115,tcl1a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4915,ntrk2,MONDO:0033367,"developmental and epileptic encephalopathy, 58",biolink:target_for
NCBIGene:4915,ntrk2,MONDO:0013483,"obesity, hyperphagia, and developmental delay",biolink:target_for
NCBIGene:51293,cd320,MONDO:0013341,methylmalonic acidemia due to transcobalamin receptor defect,biolink:target_for
NCBIGene:6559,slc12a3,MONDO:0009904,gitelman syndrome,biolink:target_for
NCBIGene:3575,il7r,MONDO:0012163,immunodeficiency 104,biolink:target_for
NCBIGene:3575,il7r,MONDO:0005301,multiple sclerosis,biolink:target_for
NCBIGene:868,cblb,MONDO:0957388,"autoimmune disease, multisystem, infantile-onset, 3",biolink:target_for
NCBIGene:4049,lta,MONDO:0011849,psoriatic arthritis,biolink:target_for
NCBIGene:65078,rtn4r,MONDO:0005090,schizophrenia,biolink:target_for
NCBIGene:1773,dnase1,MONDO:0007915,systemic lupus erythematosus,biolink:target_for
NCBIGene:991,cdc20,MONDO:0859521,oocyte maturation defect 14,biolink:target_for
NCBIGene:3736,kcna1,MONDO:0016227,hereditary episodic ataxia,biolink:target_for
NCBIGene:3736,kcna1,MONDO:0016373,isolated facial myokymia,biolink:target_for
UniProtKB:P35520,cbs_human cystathionine beta-synthase (sprot),MONDO:0009352,classic homocystinuria,biolink:target_for
NCBIGene:3643,insr,MONDO:0009874,rabson-mendenhall syndrome,biolink:target_for
NCBIGene:3643,insr,MONDO:0009517,donohue syndrome,biolink:target_for
NCBIGene:3643,insr,MONDO:0005148,type 2 diabetes mellitus,biolink:target_for
NCBIGene:3643,insr,MONDO:0012381,hyperinsulinism due to insr deficiency,biolink:target_for
NCBIGene:3643,insr,MONDO:0012520,insulin-resistance syndrome type a,biolink:target_for
NCBIGene:4607,mybpc3,MONDO:0007268,hypertrophic cardiomyopathy 4,biolink:target_for
NCBIGene:4607,mybpc3,MONDO:0800368,"cardiomyopathy, dilated, 1mm",biolink:target_for
NCBIGene:4607,mybpc3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4607,mybpc3,MONDO:0018901,left ventricular noncompaction,biolink:target_for
NCBIGene:8242,kdm5c,MONDO:0010355,syndromic x-linked intellectual disability claes-jensen type,biolink:target_for
NCBIGene:939,cd27,MONDO:0014054,lymphoproliferative syndrome 2,biolink:target_for
NCBIGene:4609,myc,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4609,myc,MONDO:0007243,burkitt lymphoma,biolink:target_for
NCBIGene:4803,ngf,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:7155,top2b,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7155,top2b,MONDO:0012243,"b-cell immunodeficiency, distal limb anomalies, and urogenital malformations",biolink:target_for
NCBIGene:8792,tnfrsf11a,MONDO:0008275,familial expansile osteolysis,biolink:target_for
NCBIGene:8792,tnfrsf11a,MONDO:0011183,"paget disease of bone 2, early-onset",biolink:target_for
NCBIGene:8792,tnfrsf11a,MONDO:0012859,autosomal recessive osteopetrosis 7,biolink:target_for
NCBIGene:1019,cdk4,MONDO:0005012,cutaneous melanoma,biolink:target_for
NCBIGene:6840,svil,MONDO:0012215,myofibrillar myopathy 3,biolink:target_for
NCBIGene:121278,tph2,MONDO:0002009,major depressive disorder,biolink:target_for
NCBIGene:121278,tph2,MONDO:0005302,"attention deficit hyperactivity disorder, inattentive type",biolink:target_for
NCBIGene:6714,src,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6714,src,MONDO:0014837,thrombocytopenia 6,biolink:target_for
NCBIGene:90161,hs6st2,MONDO:0026724,paganini-miozzo syndrome,biolink:target_for
NCBIGene:7015,tert,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7015,tert,MONDO:0015909,aplastic anemia,biolink:target_for
NCBIGene:7015,tert,OMIM:613989,"dyskeratosis congenita, autosomal dominant 2",biolink:target_for
NCBIGene:7015,tert,MONDO:0013878,"pulmonary fibrosis and/or bone marrow failure, telomere-related, 1",biolink:target_for
NCBIGene:7015,tert,OMIM:613989,"dyskeratosis congenita, autosomal dominant 2",biolink:target_for
NCBIGene:7015,tert,MONDO:0005012,cutaneous melanoma,biolink:target_for
NCBIGene:116085,slc22a12,MONDO:0020728,"hypouricemia, renal 1",biolink:target_for
NCBIGene:4041,lrp5,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0005298,osteoporosis,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0009820,osteoporosis-pseudoglioma syndrome,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0017791,high bone mass osteogenesis imperfecta,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0007764,"autosomal dominant osteosclerosis, worth type",biolink:target_for
NCBIGene:4041,lrp5,MONDO:0011877,autosomal dominant osteopetrosis 1,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0009395,hyperostosis corticalis generalisata,biolink:target_for
NCBIGene:4041,lrp5,MONDO:0044327,polycystic liver disease 4 with or without kidney cysts,biolink:target_for
NCBIGene:4041,lrp5,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:345,apoc3,MONDO:0013534,apolipoprotein c-iii deficiency,biolink:target_for
NCBIGene:3371,tnc,MONDO:0014283,autosomal dominant nonsyndromic hearing loss 56,biolink:target_for
NCBIGene:30061,slc40a1,MONDO:0006507,hereditary hemochromatosis,biolink:target_for
NCBIGene:151648,sgo1,MONDO:0014528,chronic atrial and intestinal dysrhythmia,biolink:target_for
NCBIGene:3781,kcnn2,MONDO:0030538,"dystonia 34, myoclonic",biolink:target_for
NCBIGene:3781,kcnn2,MONDO:0859225,neurodevelopmental disorder with or without variable movement or behavioral abnormalities,biolink:target_for
NCBIGene:2065,erbb3,MONDO:0011868,lethal congenital contracture syndrome 2,biolink:target_for
NCBIGene:2065,erbb3,UMLS:C1851482,"erythroleukemia, familial",biolink:target_for
NCBIGene:2065,erbb3,MONDO:8000011,"visceral neuropathy, familial, 1, autosomal recessive",biolink:target_for
NCBIGene:7276,ttr,MONDO:0007100,familial amyloid neuropathy,biolink:target_for
NCBIGene:7276,ttr,MONDO:0007785,"hyperthyroxinemia, dystransthyretinemic",biolink:target_for
NCBIGene:7276,ttr,MONDO:0020730,carpal tunnel syndrome 1,biolink:target_for
NCBIGene:2224,fdps,MONDO:0014713,"porokeratosis 9, multiple types",biolink:target_for
NCBIGene:7132,tnfrsf1a,MONDO:0007727,autosomal dominant familial periodic fever,biolink:target_for
NCBIGene:7132,tnfrsf1a,MONDO:0005301,multiple sclerosis,biolink:target_for
NCBIGene:6507,slc1a3,MONDO:0016227,hereditary episodic ataxia,biolink:target_for
NCBIGene:255738,pcsk9,MONDO:0005439,familial hypercholesterolemia,biolink:target_for
NCBIGene:4314,mmp3,MONDO:0005010,coronary artery disorder,biolink:target_for
NCBIGene:477,atp1a2,MONDO:0011232,"migraine, familial hemiplegic, 2",biolink:target_for
NCBIGene:477,atp1a2,MONDO:0007087,alternating hemiplegia of childhood 1,biolink:target_for
NCBIGene:477,atp1a2,MONDO:0859204,"fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies",biolink:target_for
NCBIGene:477,atp1a2,MONDO:0030472,developmental and epileptic encephalopathy 98,biolink:target_for
NCBIGene:9361,lonp1,MONDO:0010879,codas syndrome,biolink:target_for
NCBIGene:6774,stat3,MONDO:0007818,"hyper-ige recurrent infection syndrome 1, autosomal dominant",biolink:target_for
NCBIGene:6774,stat3,MONDO:0014414,stat3-related early-onset multisystem autoimmune disease,biolink:target_for
NCBIGene:22861,nlrp1,MONDO:0007179,autoimmune disease,biolink:target_for
NCBIGene:22861,nlrp1,MONDO:0014089,corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,biolink:target_for
NCBIGene:22861,nlrp1,MONDO:0060457,autoinflammation with arthritis and dyskeratosis,biolink:target_for
NCBIGene:22861,nlrp1,MONDO:0032925,"respiratory papillomatosis, juvenile recurrent, congenital",biolink:target_for
NCBIGene:351,app,MONDO:0007088,alzheimer disease type 1,biolink:target_for
NCBIGene:351,app,MONDO:0011583,"cerebral amyloid angiopathy, app-related",biolink:target_for
NCBIGene:916,cd3e,MONDO:0014278,immunodeficiency 18,biolink:target_for
NCBIGene:10232,msln,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1453,csnk1d,MONDO:0014088,advanced sleep phase syndrome 2,biolink:target_for
NCBIGene:2645,gck,MONDO:0018911,maturity-onset diabetes of the young,biolink:target_for
NCBIGene:2645,gck,MONDO:0011236,hyperinsulinism due to glucokinase deficiency,biolink:target_for
NCBIGene:2645,gck,MONDO:0005148,type 2 diabetes mellitus,biolink:target_for
NCBIGene:2645,gck,MONDO:0100165,permanent neonatal diabetes mellitus 1,biolink:target_for
NCBIGene:5155,pdgfb,MONDO:0014204,"basal ganglia calcification, idiopathic, 5",biolink:target_for
NCBIGene:5155,pdgfb,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7337,ube3a,MONDO:0007113,angelman syndrome,biolink:target_for
NCBIGene:4838,nodal,MONDO:0700112,"heterotaxy, visceral, 5, autosomal",biolink:target_for
NCBIGene:84444,dot1l,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2660,mstn,MONDO:0013598,myostatin-related muscle hypertrophy,biolink:target_for
NCBIGene:4919,ror1,MONDO:0033200,"hearing loss, autosomal recessive 108",biolink:target_for
NCBIGene:2642,gcgr,MONDO:0018582,gcgr-related hyperglucagonemia,biolink:target_for
NCBIGene:3818,klkb1,MONDO:0044744,prekallikrein deficiency,biolink:target_for
NCBIGene:11213,irak3,MONDO:0004979,asthma,biolink:target_for
NCBIGene:2677,ggcx,MONDO:0010187,"vitamin k-dependent clotting factors, combined deficiency of, type 1",biolink:target_for
NCBIGene:2677,ggcx,MONDO:0012570,body skin hyperlaxity due to vitamin k-dependent coagulation factor deficiency,biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0011397,"autosomal dominant cerebellar ataxia, deafness and narcolepsy",biolink:target_for
NCBIGene:4005,lmo2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4976,opa1,MONDO:0008134,"autosomal dominant optic atrophy, classic form",biolink:target_for
NCBIGene:4976,opa1,MONDO:0014720,autosomal dominant optic atrophy plus syndrome,biolink:target_for
NCBIGene:4976,opa1,MONDO:0008858,behr syndrome,biolink:target_for
NCBIGene:4976,opa1,MONDO:0014820,mitochondrial dna depletion syndrome 14 (cardioencephalomyopathic type),biolink:target_for
NCBIGene:3815,kit,MONDO:0008244,piebaldism,biolink:target_for
NCBIGene:3815,kit,MONDO:0011719,gastrointestinal stromal tumor,biolink:target_for
NCBIGene:3815,kit,MONDO:0010108,testicular germ cell tumor,biolink:target_for
NCBIGene:3815,kit,MONDO:0018874,acute myeloid leukemia,biolink:target_for
NCBIGene:3815,kit,MONDO:0019023,cutaneous mastocytosis,biolink:target_for
NCBIGene:3815,kit,MONDO:0016586,systemic mastocytosis,biolink:target_for
NCBIGene:866,serpina6,MONDO:0012675,corticosteroid-binding globulin deficiency,biolink:target_for
NCBIGene:4780,nfe2l2,MONDO:0060591,"immunodeficiency, developmental delay, and hypohomocysteinemia",biolink:target_for
NCBIGene:3417,idh1,MONDO:0021042,glioma,biolink:target_for
NCBIGene:3417,idh1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4853,notch2,MONDO:0012439,alagille syndrome due to a notch2 point mutation,biolink:target_for
NCBIGene:4853,notch2,MONDO:0007057,acroosteolysis dominant type,biolink:target_for
NCBIGene:27329,angptl3,MONDO:0011505,familial hypobetalipoproteinemia 2,biolink:target_for
NCBIGene:27329,angptl3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4613,mycn,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4613,mycn,MONDO:0008115,feingold syndrome type 1,biolink:target_for
NCBIGene:4613,mycn,MONDO:0958279,megalencephaly-polydactyly syndrome,biolink:target_for
NCBIGene:1756,dmd,MONDO:0010679,duchenne muscular dystrophy,biolink:target_for
NCBIGene:1756,dmd,MONDO:0010311,becker muscular dystrophy,biolink:target_for
NCBIGene:1756,dmd,MONDO:0010542,dilated cardiomyopathy 3b,biolink:target_for
NCBIGene:286,ank1,MONDO:0008447,hereditary spherocytosis type 1,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0009076,autosomal recessive nonsyndromic hearing loss 1a,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0011103,autosomal dominant nonsyndromic hearing loss 3a,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0011396,loricrin keratoderma,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0007852,palmoplantar keratoderma-deafness syndrome,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0007850,autosomal dominant keratitis-ichthyosis-hearing loss syndrome,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0007866,bart-pumphrey syndrome,biolink:target_for
NCBIGene:2706,gjb2,MONDO:0018781,kid syndrome,biolink:target_for
NCBIGene:5139,pde3a,MONDO:0007211,brachydactyly-arterial hypertension syndrome,biolink:target_for
NCBIGene:5340,plg,MONDO:0009009,hypoplasminogenemia,biolink:target_for
NCBIGene:5340,plg,MONDO:0025712,"angioedema, hereditary, 4",biolink:target_for
NCBIGene:1586,cyp17a1,MONDO:0018479,congenital adrenal hyperplasia,biolink:target_for
NCBIGene:5605,map2k2,MONDO:0014114,cardiofaciocutaneous syndrome 4,biolink:target_for
NCBIGene:5351,plod1,MONDO:0016002,"ehlers-danlos syndrome, kyphoscoliotic type 1",biolink:target_for
NCBIGene:3158,hmgcs2,MONDO:0011614,3-hydroxy-3-methylglutaryl-coa synthase deficiency,biolink:target_for
NCBIGene:6648,sod2,MONDO:0012970,"microvascular complications of diabetes, susceptibility to, 6",biolink:target_for
NCBIGene:727,c5,MONDO:0012295,complement component 5 deficiency,biolink:target_for
NCBIGene:727,c5,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:27133,kcnh5,MONDO:0957812,developmental and epileptic encephalopathy 112,biolink:target_for
NCBIGene:10272,fstl3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1021,cdk6,MONDO:0014484,"microcephaly 12, primary, autosomal recessive",biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0011724,encephalopathy due to glut1 deficiency,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0012805,childhood onset glut1 deficiency syndrome 2,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0005579,"epilepsy, idiopathic generalized",biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0010983,dystonia 9,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0012143,hereditary cryohydrocytosis with reduced stomatin,biolink:target_for
NCBIGene:2099,esr1,MONDO:0014148,estrogen resistance syndrome,biolink:target_for
NCBIGene:25,abl1,MONDO:0011996,"chronic myelogenous leukemia, bcr-abl1 positive",biolink:target_for
NCBIGene:25,abl1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:25,abl1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,biolink:target_for
NCBIGene:6572,slc18a3,MONDO:0014983,congenital myasthenic syndrome 21,biolink:target_for
NCBIGene:79718,tbl1xr1,MONDO:0011213,pierpont syndrome,biolink:target_for
NCBIGene:79718,tbl1xr1,MONDO:0014842,"intellectual disability, autosomal dominant 41",biolink:target_for
NCBIGene:8431,nr0b2,MONDO:0011122,obesity disorder,biolink:target_for
NCBIGene:2495,fth1,MONDO:0006507,hereditary hemochromatosis,biolink:target_for
NCBIGene:2495,fth1,MONDO:0958012,neurodegeneration with brain iron accumulation 9,biolink:target_for
NCBIGene:4620,myh2,MONDO:0011577,"myopathy, proximal, and ophthalmoplegia",biolink:target_for
NCBIGene:4254,kitlg,MONDO:0007771,"hyperpigmentation with or without hypopigmentation, familial progressive",biolink:target_for
NCBIGene:4254,kitlg,MONDO:0014738,autosomal dominant nonsyndromic hearing loss 69,biolink:target_for
NCBIGene:4254,kitlg,MONDO:0018094,waardenburg syndrome,biolink:target_for
NCBIGene:335,apoa1,MONDO:0032766,"hypoalphalipoproteinemia, primary, 2",biolink:target_for
NCBIGene:335,apoa1,MONDO:0859238,"hypoalphalipoproteinemia, primary, 2, intermediate",biolink:target_for
NCBIGene:335,apoa1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:335,apoa1,MONDO:0007099,familial visceral amyloidosis,biolink:target_for
NCBIGene:335,apoa1,MONDO:0859290,familial apolipoprotein gene cluster deletion syndrome,biolink:target_for
NCBIGene:1576,cyp3a4,MONDO:0024299,vitamin d-dependent rickets,biolink:target_for
NCBIGene:3714,jag2,MONDO:0030456,"muscular dystrophy, limb-girdle, autosomal recessive 27",biolink:target_for
NCBIGene:29126,cd274,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4140,mark3,MONDO:0032655,visual impairment and progressive phthisis bulbi,biolink:target_for
NCBIGene:3481,igf2,MONDO:0020796,silver-russell syndrome 1,biolink:target_for
NCBIGene:3481,igf2,MONDO:0014663,silver-russell syndrome 3,biolink:target_for
NCBIGene:1121,chm,MONDO:0010557,choroideremia,biolink:target_for
NCBIGene:673,braf,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:673,braf,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:673,braf,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:673,braf,MONDO:0011508,"lymphoma, non-hodgkin, familial",biolink:target_for
NCBIGene:673,braf,MONDO:0007265,cardiofaciocutaneous syndrome 1,biolink:target_for
NCBIGene:673,braf,MONDO:0013379,noonan syndrome 7,biolink:target_for
NCBIGene:673,braf,MONDO:0013380,leopard syndrome 3,biolink:target_for
NCBIGene:55366,lgr4,MONDO:0005298,osteoporosis,biolink:target_for
NCBIGene:55366,lgr4,MONDO:0859205,"delayed puberty, self-limited",biolink:target_for
UniProtKB:P84243,h33_human histone h3.3 (sprot),MONDO:0021042,glioma,biolink:target_for
UniProtKB:P84243,h33_human histone h3.3 (sprot),MONDO:0030606,bryant-li-bhoj neurodevelopmental syndrome 1,biolink:target_for
UniProtKB:P84243,h33_human histone h3.3 (sprot),MONDO:0030607,bryant-li-bhoj neurodevelopmental syndrome 2,biolink:target_for
UniProtKB:P84243,h33_human histone h3.3 (sprot),UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2891,gria2,MONDO:0030060,neurodevelopmental disorder with language impairment and behavioral abnormalities,biolink:target_for
NCBIGene:1718,dhcr24,MONDO:0011217,desmosterolosis,biolink:target_for
NCBIGene:676,brdt,MONDO:0054725,spermatogenic failure 21,biolink:target_for
NCBIGene:2264,fgfr4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:284654,rspo1,MONDO:0007758,"epidermolytic palmoplantar keratoderma, 1",biolink:target_for
NCBIGene:4035,lrp1,MONDO:0018855,keratosis pilaris atrophicans,biolink:target_for
NCBIGene:4035,lrp1,MONDO:0958037,developmental dysplasia of the hip 3,biolink:target_for
NCBIGene:10000,akt3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:10000,akt3,MONDO:0014407,megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2,biolink:target_for
NCBIGene:1147,chuk,MONDO:0013334,cocoon syndrome,biolink:target_for
NCBIGene:1147,chuk,MONDO:0859154,bartsocas-papas syndrome 2,biolink:target_for
NCBIGene:4524,mthfr,MONDO:0009353,homocystinuria due to methylene tetrahydrofolate reductase deficiency,biolink:target_for
NCBIGene:4524,mthfr,HP:0002140,ischemic stroke,biolink:target_for
NCBIGene:4524,mthfr,MONDO:0011120,"neural tube defects, folate-sensitive",biolink:target_for
NCBIGene:4524,mthfr,MONDO:0005090,schizophrenia,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0007037,achondroplasia,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0012833,crouzon syndrome-acanthosis nigricans syndrome,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0017042,thanatophoric dysplasia,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0017042,thanatophoric dysplasia,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0007793,hypochondroplasia,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0001187,urinary bladder cancer,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0002974,cervical cancer,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0012504,camptodactyly-tall stature-scoliosis-hearing loss syndrome,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0005235,smoldering plasma cell myeloma,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0859577,lacrimoauriculodentodigital syndrome 2,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0008093,"nevus, epidermal",biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0011274,muenke syndrome,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0008420,seborrheic keratosis,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0010108,testicular germ cell tumor,biolink:target_for
NCBIGene:2261,fgfr3,MONDO:0014658,severe achondroplasia-developmental delay-acanthosis nigricans syndrome,biolink:target_for
NCBIGene:11113,cit,MONDO:0014908,"microcephaly 17, primary, autosomal recessive",biolink:target_for
NCBIGene:4920,ror2,MONDO:0007220,brachydactyly type b1,biolink:target_for
NCBIGene:4920,ror2,MONDO:0009999,autosomal recessive robinow syndrome,biolink:target_for
NCBIGene:29089,ube2t,MONDO:0014638,fanconi anemia complementation group t,biolink:target_for
NCBIGene:6833,abcc8,MONDO:0009415,"hypoglycemia, leucine-induced",biolink:target_for
NCBIGene:6833,abcc8,MONDO:0009734,"hyperinsulinemic hypoglycemia, familial, 1",biolink:target_for
NCBIGene:6833,abcc8,MONDO:0030088,"diabetes mellitus, permanent neonatal 3",biolink:target_for
NCBIGene:6833,abcc8,MONDO:0020525,transient neonatal diabetes mellitus,biolink:target_for
NCBIGene:4591,trim37,MONDO:0009664,mulibrey nanism,biolink:target_for
NCBIGene:5987,trim27,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:132,adk,MONDO:0100255,adenosine kinase deficiency,biolink:target_for
NCBIGene:2335,fn1,MONDO:0011165,glomerulopathy with fibronectin deposits 2,biolink:target_for
NCBIGene:2335,fn1,MONDO:0008479,"spondylometaphyseal dysplasia, 'corner fracture' type",biolink:target_for
NCBIGene:3702,itk,MONDO:0013081,lymphoproliferative syndrome 1,biolink:target_for
NCBIGene:4142,mas1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2066,erbb4,MONDO:0014223,amyotrophic lateral sclerosis type 19,biolink:target_for
NCBIGene:846,casr,MONDO:0018458,familial hypocalciuric hypercalcemia,biolink:target_for
NCBIGene:846,casr,MONDO:0009397,neonatal severe primary hyperparathyroidism,biolink:target_for
NCBIGene:846,casr,MONDO:0011013,autosomal dominant hypocalcemia 1,biolink:target_for
NCBIGene:846,casr,MONDO:0005579,"epilepsy, idiopathic generalized",biolink:target_for
NCBIGene:1385,creb1,MONDO:0012809,"histiocytoma, angiomatoid fibrous",biolink:target_for
NCBIGene:1385,creb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6049,rnf6,MONDO:0007576,esophageal cancer,biolink:target_for
NCBIGene:7293,tnfrsf4,MONDO:0014268,combined immunodeficiency due to ox40 deficiency,biolink:target_for
NCBIGene:7010,tek,MONDO:0010842,multiple cutaneous and mucosal venous malformations,biolink:target_for
NCBIGene:7010,tek,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7010,tek,MONDO:0014998,"glaucoma 3, primary congenital, e",biolink:target_for
NCBIGene:4968,ogg1,MONDO:0005086,renal cell carcinoma,biolink:target_for
NCBIGene:284086,nek8,MONDO:0013444,nephronophthisis 9,biolink:target_for
NCBIGene:284086,nek8,MONDO:0014174,renal-hepatic-pancreatic dysplasia 2,biolink:target_for
NCBIGene:6261,ryr1,MONDO:0018493,malignant hyperthermia of anesthesia,biolink:target_for
NCBIGene:6261,ryr1,MONDO:0007294,central core myopathy,biolink:target_for
