drug_id,drug_name,disease_id,disease_name,edge_name
MESH:C530192,epoetin zeta,MONDO:0019805,twin to twin transfusion syndrome,biolink:treats
PUBCHEM.COMPOUND:92043599,erythropoietin,MONDO:0019805,twin to twin transfusion syndrome,biolink:treats
CHEBI:30742,Polyethylene glycol,MONDO:0019810,toxic epidermal necrolysis,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0019810,toxic epidermal necrolysis,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0019810,toxic epidermal necrolysis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0019810,toxic epidermal necrolysis,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0019855,athyreosis,biolink:treats
CHEBI:135901,lanreotide,MONDO:0019933,acromegaly,biolink:treats
CHEBI:16467,Arginine,MONDO:0019933,acromegaly,biolink:treats
CHEBI:3181,Bromocriptine,MONDO:0019933,acromegaly,biolink:treats
CHEBI:72312,Pasireotide,MONDO:0019933,acromegaly,biolink:treats
CHEBI:7726,octreotide,MONDO:0019933,acromegaly,biolink:treats
PUBCHEM.COMPOUND:6917964,OCTREOTIDE ACETATE,MONDO:0019933,acromegaly,biolink:treats
UNII:04F55A7UZ3,Pasireotide Pamoate,MONDO:0019933,acromegaly,biolink:treats
UNII:N824AOU5XV,Pegvisomant,MONDO:0019933,acromegaly,biolink:treats
CHEBI:31300,bosentan hydrate,MONDO:0019944,Eisenmenger syndrome,biolink:treats
CHEBI:68478,Everolimus,MONDO:0019954,pancreatic neuroendocrine tumor,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0019956,encephalitis,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0019956,encephalitis,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0019956,encephalitis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0019956,encephalitis,biolink:treats
DRUGBANK:DB15621,Influenza A virus A/South Australia/34/2019 IVR-197 (H3N2) antigen (formaldehyde inactivated),MONDO:0019956,encephalitis,biolink:treats
CHEBI:7726,octreotide,MONDO:0019959,glucagonoma,biolink:treats
CHEBI:4762,EFLORNITHINE HYDROCHLORIDE,MONDO:0019960,VIPoma,biolink:treats
CHEBI:7726,octreotide,MONDO:0019960,VIPoma,biolink:treats
CHEBI:18145,Vitamin E,MONDO:0019975,pellagra,biolink:treats
CHEBI:7916,"PANTOTHENIC ACID, RACEMIC",MONDO:0019975,pellagra,biolink:treats
RXCUI:881173,MVC-Fluoride,MONDO:0019975,pellagra,biolink:treats
CHEBI:17823,Calcitriol,MONDO:0019992,pseudohypoparathyroidism,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020067,infectious encephalitis,biolink:treats
CHEBI:3756,Clonazepam,MONDO:0020074,progressive myoclonus epilepsy,biolink:treats
CHEBI:6437,Levetiracetam,MONDO:0020074,progressive myoclonus epilepsy,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020074,progressive myoclonus epilepsy,biolink:treats
CHEBI:31824,MESNA,MONDO:0020076,myeloproliferative neoplasm,biolink:treats
CHEBI:4911,Etoposide,MONDO:0020076,myeloproliferative neoplasm,biolink:treats
CHEBI:55345,ANAGRELIDE HYDROCHLORIDE,MONDO:0020076,myeloproliferative neoplasm,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0020076,myeloproliferative neoplasm,biolink:treats
CHEBI:17824,Isopropyl alcohol,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:3215,Bupivacaine,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:3897,Cortisone acetate,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:8890,Ropivacaine,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0020108,autoimmune hemolytic anemia,biolink:treats
RXCUI:2637040,glycopyrronium / neostigmine Prefilled Syringe,MONDO:0020121,muscular dystrophy,biolink:treats
CHEBI:49575,Diazepam,MONDO:0020128,motor neuron disorder,biolink:treats
PUBCHEM.COMPOUND:9831783,Stalevo,MONDO:0020128,motor neuron disorder,biolink:treats
CHEBI:16684,Atropine,MONDO:0020283,uveitis,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0020283,uveitis,biolink:treats
CHEBI:4024,Cyclopentolate,MONDO:0020283,uveitis,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0020283,uveitis,biolink:treats
CHEBI:4911,Etoposide,MONDO:0020283,uveitis,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0020283,uveitis,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020283,uveitis,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0020283,uveitis,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0020283,uveitis,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0020283,uveitis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020283,uveitis,biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0020283,uveitis,biolink:treats
RXCUI:94334,dexamethasone / tobramycin Ophthalmic Suspension [Tobradex],MONDO:0020283,uveitis,biolink:treats
UNII:FYS6T7F842,Adalimumab,MONDO:0020283,uveitis,biolink:treats
CHEBI:2038,Azacitidine,MONDO:0020311,chronic myelomonocytic leukemia,biolink:treats
CHEBI:50131,Decitabine,MONDO:0020311,chronic myelomonocytic leukemia,biolink:treats
UNII:39IS23Q1EW,Cedazuridine,MONDO:0020311,chronic myelomonocytic leukemia,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0020322,acute biphenotypic leukemia,biolink:treats
CHEBI:71248,"(S,S)-asenapine maleate",MONDO:0020322,acute biphenotypic leukemia,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020322,acute biphenotypic leukemia,biolink:treats
DRUGBANK:DB13915,Axicabtagene ciloleucel,MONDO:0020323,primary mediastinal large B-cell lymphoma,biolink:treats
DRUGBANK:DB16582,Lisocabtagene maraleucel,MONDO:0020323,primary mediastinal large B-cell lymphoma,biolink:treats
UNII:D6OMY2L0WA,Epcoritamab,MONDO:0020323,primary mediastinal large B-cell lymphoma,biolink:treats
UNII:DPT0O3T46P,Pembrolizumab,MONDO:0020323,primary mediastinal large B-cell lymphoma,biolink:treats
CHEBI:62268,ALECTINIB HYDROCHLORIDE,MONDO:0020325,anaplastic large cell lymphoma,biolink:treats
CHEBI:64310,Crizotinib,MONDO:0020325,anaplastic large cell lymphoma,biolink:treats
UNII:7XL5ISS668,Brentuximab vedotin,MONDO:0020325,anaplastic large cell lymphoma,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020326,lymphomatoid papulosis,biolink:treats
UNII:513P80B4YJ,Avapritinib,MONDO:0020331,indolent systemic mastocytosis,biolink:treats
CHEBI:63452,Midostaurin,MONDO:0020332,systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease,biolink:treats
UNII:513P80B4YJ,Avapritinib,MONDO:0020332,systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease,biolink:treats
CHEBI:31690,IMATINIB MESYLATE,MONDO:0020333,aggressive systemic mastocytosis,biolink:treats
CHEBI:31934,OMEPRAZOLE SODIUM,MONDO:0020333,aggressive systemic mastocytosis,biolink:treats
CHEBI:63452,Midostaurin,MONDO:0020333,aggressive systemic mastocytosis,biolink:treats
UNII:513P80B4YJ,Avapritinib,MONDO:0020333,aggressive systemic mastocytosis,biolink:treats
CHEBI:63452,Midostaurin,MONDO:0020334,mast cell leukemia,biolink:treats
UNII:513P80B4YJ,Avapritinib,MONDO:0020334,mast cell leukemia,biolink:treats
CHEBI:31645,Gallium citrate Ga-67,MONDO:0020347,acute inflammatory demyelinating polyradiculoneuropathy,biolink:treats
CHEBI:188986,aldehydo-D-idose,MONDO:0020367,juvenile open angle glaucoma,biolink:treats
CHEBI:135901,lanreotide,MONDO:0020479,pituitary gigantism,biolink:treats
CHEBI:16467,Arginine,MONDO:0020479,pituitary gigantism,biolink:treats
PUBCHEM.COMPOUND:6917964,OCTREOTIDE ACETATE,MONDO:0020479,pituitary gigantism,biolink:treats
UNII:04F55A7UZ3,Pasireotide Pamoate,MONDO:0020479,pituitary gigantism,biolink:treats
CHEBI:28918,Epinephrine,MONDO:0020502,yellow fever,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0020502,yellow fever,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0020517,eosinophilic granuloma,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020517,eosinophilic granuloma,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020520,adult pulmonary Langerhans cell histiocytosis,biolink:treats
CHEBI:65307,Corticorelin ovine triflutate,MONDO:0020528,ACTH-dependent Cushing syndrome,biolink:treats
CHEBI:7963,PENICILLIN G POTASSIUM,MONDO:0020533,streptobacillary rat-bite fever,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020546,acute graft versus host disease,biolink:treats
UNII:7D0YB67S97,Abatacept,MONDO:0020546,acute graft versus host disease,biolink:treats
UNII:D7RD81HE4W,LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,MONDO:0020546,acute graft versus host disease,biolink:treats
CHEBI:76612,Ibrutinib,MONDO:0020547,chronic graft versus host disease,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020547,chronic graft versus host disease,biolink:treats
UNII:834YJF89WO,Belumosudil,MONDO:0020547,chronic graft versus host disease,biolink:treats
CHEBI:44185,Methotrexate,MONDO:0020549,invasive hydatidiform mole,biolink:treats
CHEBI:44185,Methotrexate,MONDO:0020550,gestational choriocarcinoma,biolink:treats
CHEBI:27732,Caffeine,MONDO:0020567,apnea of prematurity,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020567,apnea of prematurity,biolink:treats
PUBCHEM.COMPOUND:64648,Doxapram hydrochloride hydrate,MONDO:0020567,apnea of prematurity,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0020579,mucositis,biolink:treats
CHEBI:2955,Azithromycin,MONDO:0020590,mycobacterial infectious disease,biolink:treats
CHEBI:3732,Clarithromycin,MONDO:0020590,mycobacterial infectious disease,biolink:treats
RXCUI:20604,Cetacaine,MONDO:0020592,disorder of pharynx,biolink:treats
CHEBI:6030,Isoniazid,MONDO:0020598,malabsorption syndrome,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020598,malabsorption syndrome,biolink:treats
UNII:NU23Q531G1,Catridecacog,MONDO:0020599,acquired coagulation factor deficiency,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0020641,respiratory tract neoplasm,biolink:treats
CHEBI:8382,Prednisone,MONDO:0020641,respiratory tract neoplasm,biolink:treats
CHEBI:4911,Etoposide,MONDO:0020642,polycystic kidney disease,biolink:treats
CHEBI:85078,Dapagliflozin,MONDO:0020642,polycystic kidney disease,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0020653,vaginal adenocarcinoma,biolink:treats
CHEBI:27504,Mitomycin,MONDO:0020659,upper tract urothelial carcinoma,biolink:treats
CHEBI:31617,fludeoxyglucose (18F),MONDO:0020659,upper tract urothelial carcinoma,biolink:treats
UNII:745X144DZY,Samarium (153Sm) lexidronam,MONDO:0020660,osteoblastic osteosarcoma,biolink:treats
CHEBI:17439,Cyanocobalamin,MONDO:0020696,vitamin B12 deficiency,biolink:treats
CHEBI:18145,Vitamin E,MONDO:0020696,vitamin B12 deficiency,biolink:treats
CHEBI:22652,Ascorbic acid,MONDO:0020696,vitamin B12 deficiency,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020696,vitamin B12 deficiency,biolink:treats
CHEBI:7916,"PANTOTHENIC ACID, RACEMIC",MONDO:0020696,vitamin B12 deficiency,biolink:treats
PUBCHEM.COMPOUND:129669021,Hydroxocobalamin hydrochloride,MONDO:0020696,vitamin B12 deficiency,biolink:treats
RXCUI:1090966,ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E Oral Solution,MONDO:0020696,vitamin B12 deficiency,biolink:treats
RXCUI:881173,MVC-Fluoride,MONDO:0020696,vitamin B12 deficiency,biolink:treats
UNII:G9WJT6RD29,Burosumab,MONDO:0020720,X-linked hypophosphatemic rickets,biolink:treats
CHEBI:18420,Magnesium cation,MONDO:0020725,anemia due to chronic disorder,biolink:treats
CHEBI:22652,Ascorbic acid,MONDO:0020725,anemia due to chronic disorder,biolink:treats
CHEBI:81579,Darbepoetin alfa,MONDO:0020725,anemia due to chronic disorder,biolink:treats
PUBCHEM.COMPOUND:92043599,erythropoietin,MONDO:0020725,anemia due to chronic disorder,biolink:treats
UNII:LR3UXN0193,Methoxy polyethylene glycol-epoetin beta,MONDO:0020725,anemia due to chronic disorder,biolink:treats
CHEBI:3215,Bupivacaine,MONDO:0020797,decompression sickness,biolink:treats
CHEBI:17549,Aminolevulinic acid,MONDO:0020804,basal cell carcinoma,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0020804,basal cell carcinoma,biolink:treats
UNII:6QVL057INT,Cemiplimab,MONDO:0020804,basal cell carcinoma,biolink:treats
CHEBI:140376,Cefiderocol,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:194135,Ofloxacin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:2637,Amikacin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:2676,Amoxicillin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:27902,Tetracycline,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:28971,Ampicillin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:34650,colistimethate sodium,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:3483,CEFAZOLIN SODIUM,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:3534,Cephalexin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:40009,Cycloserine,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:45924,Trimethoprim,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:50694,Minocycline,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:71415,Nitrofurantoin,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:8310,Polymyxin B,MONDO:0020920,escherichia coli infection,biolink:treats
RXCUI:2184139,cilastatin / imipenem / relebactam Injectable Product,MONDO:0020920,escherichia coli infection,biolink:treats
CHEBI:59900,caspofungin acetate,MONDO:0020944,fungal infection of eye,biolink:treats
CHEBI:6076,Itraconazole,MONDO:0020944,fungal infection of eye,biolink:treats
CHEBI:17833,Gentamicin,MONDO:0020950,viral eye infection,biolink:treats
CHEBI:7798,Oseltamivir,MONDO:0020950,viral eye infection,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,MONDO:0020971,gonococcal urethritis,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0020971,gonococcal urethritis,biolink:treats
CHEBI:3638,Chloroquine,MONDO:0021024,"malaria, susceptibility to",biolink:treats
CHEBI:8382,Prednisone,MONDO:0021024,"malaria, susceptibility to",biolink:treats
CHEBI:16199,Urea,MONDO:0021036,keratosis pilaris,biolink:treats
CHEBI:9180,SODIUM SALICYLATE,MONDO:0021036,keratosis pilaris,biolink:treats
CHEBI:135901,lanreotide,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:31711,Iopamidol,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:31713,Iothalamic acid,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:31941,Oxaliplatin,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:3311,Calcium carbonate,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:45863,Paclitaxel,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:61049,Tacrolimus,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:83766,Olaparib,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:9288,Streptozocin,MONDO:0021040,pancreatic neoplasm,biolink:treats
PUBCHEM.COMPOUND:23581792,IRINOTECAN HYDROCHLORIDE HYDRATE,MONDO:0021040,pancreatic neoplasm,biolink:treats
CHEBI:17549,Aminolevulinic acid,MONDO:0021042,glioma,biolink:treats
CHEBI:31824,MESNA,MONDO:0021042,glioma,biolink:treats
CHEBI:63578,Iopromide,MONDO:0021042,glioma,biolink:treats
CHEBI:28748,Doxorubicin,MONDO:0021054,bone sarcoma,biolink:treats
CHEBI:16684,Atropine,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:31348,Capecitabine,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:31941,Oxaliplatin,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:75045,Dabrafenib,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:75991,TRAMETINIB DIMETHYL SULFOXIDE,MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:80230,"Potassium 2,6-dihydroxytriazinecarboxylate",MONDO:0021063,malignant colon neoplasm,biolink:treats
CHEBI:22652,Ascorbic acid,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:28125,Doconexent,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:8382,Prednisone,MONDO:0021074,precancerous condition,biolink:treats
CHEBI:4911,Etoposide,MONDO:0021094,immunodeficiency disease,biolink:treats
CHEBI:49166,Fluorodopa (18F),MONDO:0021095,parkinsonian disorder,biolink:treats
CHEBI:68855,Ioflupane I-123,MONDO:0021095,parkinsonian disorder,biolink:treats
CHEBI:9086,Selegiline,MONDO:0021095,parkinsonian disorder,biolink:treats
CHEBI:134709,Pitolisant,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:29466,2 -(Butylamido)-4-hydroxybutanoic acid,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:30830,gamma-Hydroxybutyric acid,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:31859,Modafinil,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:4469,Dextroamphetamine,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:51063,amphetamine sulfate,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:6887,Methylphenidate,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:77590,Armodafinil,MONDO:0021107,narcolepsy,biolink:treats
UNII:939U7C91AI,Solriamfetol,MONDO:0021107,narcolepsy,biolink:treats
CHEBI:17833,Gentamicin,MONDO:0021108,meningitis,biolink:treats
CHEBI:28001,Vancomycin,MONDO:0021108,meningitis,biolink:treats
CHEBI:28864,Tobramycin,MONDO:0021108,meningitis,biolink:treats
CHEBI:28971,Ampicillin,MONDO:0021108,meningitis,biolink:treats
CHEBI:3508,Ceftazidime,MONDO:0021108,meningitis,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,MONDO:0021108,meningitis,biolink:treats
CHEBI:3515,Cefuroxime,MONDO:0021108,meningitis,biolink:treats
CHEBI:4735,Edetic acid,MONDO:0021108,meningitis,biolink:treats
CHEBI:5100,Flucytosine,MONDO:0021108,meningitis,biolink:treats
CHEBI:55340,MORPHINE HYDROCHLORIDE,MONDO:0021108,meningitis,biolink:treats
CHEBI:6909,Metronidazole,MONDO:0021108,meningitis,biolink:treats
CHEBI:7963,PENICILLIN G POTASSIUM,MONDO:0021108,meningitis,biolink:treats
CHEBI:7983,Pentobarbital,MONDO:0021108,meningitis,biolink:treats
CHEBI:8069,Phenobarbital,MONDO:0021108,meningitis,biolink:treats
CHEBI:8310,Polymyxin B,MONDO:0021108,meningitis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0021108,meningitis,biolink:treats
CHEBI:8389,Conjugated estrogens,MONDO:0021108,meningitis,biolink:treats
DRUGBANK:DB10784,Neisseria meningitidis serogroup b fhbp fusion protein antigen,MONDO:0021108,meningitis,biolink:treats
DRUGBANK:DB15621,Influenza A virus A/South Australia/34/2019 IVR-197 (H3N2) antigen (formaldehyde inactivated),MONDO:0021108,meningitis,biolink:treats
CHEBI:16480,Nitric Oxide,MONDO:0021113,respiratory failure,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0021113,respiratory failure,biolink:treats
CHEBI:31690,IMATINIB MESYLATE,MONDO:0021113,respiratory failure,biolink:treats
CHEBI:45652,Succinylcholine,MONDO:0021113,respiratory failure,biolink:treats
CHEBI:8382,Prednisone,MONDO:0021113,respiratory failure,biolink:treats
CHEBI:9168,Sirolimus,MONDO:0021121,hemangioendothelioma,biolink:treats
CHEBI:6909,Metronidazole,MONDO:0021124,female infertility,biolink:treats
CHEBI:81569,Follitropin,MONDO:0021124,female infertility,biolink:treats
CHEBI:8382,Prednisone,MONDO:0021156,hypophysitis,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,MONDO:0021157,gonococcal cervicitis,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0021157,gonococcal cervicitis,biolink:treats
CHEBI:22652,Ascorbic acid,MONDO:0021163,kidney neoplasm,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0021163,kidney neoplasm,biolink:treats
CHEBI:4167,D-glucose,MONDO:0021181,inherited blood coagulation disorder,biolink:treats
CHEBI:4911,Etoposide,MONDO:0021181,inherited blood coagulation disorder,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0021181,inherited blood coagulation disorder,biolink:treats
CHEBI:149601,Bempedoic acid,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:15940,Niacin,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:167574,Semaglutide,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:176399,Inclisiran,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:228365,Pemafibrate,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:2911,atorvastatin calcium trihydrate,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:32020,Pitavastatin,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:38545,Rosuvastatin,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:38561,fluvastatin,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:40303,Lovastatin,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:49040,Ezetimibe,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:4911,Etoposide,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:5001,Fenofibrate,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:59594,Colesevelam,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:8080,Phentermine,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:8361,PRAVASTATIN SODIUM,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:84883,Icosapent ethyl,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:9150,Simvastatin,MONDO:0021187,hyperlipidemia,biolink:treats
RXCUI:2283226,bempedoic acid / ezetimibe Oral Product,MONDO:0021187,hyperlipidemia,biolink:treats
RXCUI:404914,Caduet,MONDO:0021187,hyperlipidemia,biolink:treats
RXCUI:476348,ezetimibe / simvastatin Oral Tablet,MONDO:0021187,hyperlipidemia,biolink:treats
UNII:D87YGH4Z0Q,OMEGA-3-ACID ETHYL ESTERS,MONDO:0021187,hyperlipidemia,biolink:treats
UNII:LKC0U3A8NJ,Evolocumab,MONDO:0021187,hyperlipidemia,biolink:treats
UNII:PP0SHH6V16,Alirocumab,MONDO:0021187,hyperlipidemia,biolink:treats
CHEBI:136050,Ozenoxacin,MONDO:0021201,skin infection,biolink:treats
CHEBI:149836,Tigecycline,MONDO:0021201,skin infection,biolink:treats
CHEBI:17833,Gentamicin,MONDO:0021201,skin infection,biolink:treats
CHEBI:2637,Amikacin,MONDO:0021201,skin infection,biolink:treats
CHEBI:2676,Amoxicillin,MONDO:0021201,skin infection,biolink:treats
CHEBI:27902,Tetracycline,MONDO:0021201,skin infection,biolink:treats
CHEBI:28001,Vancomycin,MONDO:0021201,skin infection,biolink:treats
CHEBI:28864,Tobramycin,MONDO:0021201,skin infection,biolink:treats
CHEBI:2955,Azithromycin,MONDO:0021201,skin infection,biolink:treats
CHEBI:31368,CEFEPIME HYDROCHLORIDE,MONDO:0021201,skin infection,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0021201,skin infection,biolink:treats
CHEBI:3478,Cefaclor,MONDO:0021201,skin infection,biolink:treats
CHEBI:3479,Cefadroxil,MONDO:0021201,skin infection,biolink:treats
CHEBI:3483,CEFAZOLIN SODIUM,MONDO:0021201,skin infection,biolink:treats
CHEBI:3485,Cefdinir,MONDO:0021201,skin infection,biolink:treats
CHEBI:3498,CEFOTAXIME SODIUM,MONDO:0021201,skin infection,biolink:treats
CHEBI:3501,CEFOXITIN SODIUM,MONDO:0021201,skin infection,biolink:treats
CHEBI:3504,Cefpodoxime,MONDO:0021201,skin infection,biolink:treats
CHEBI:3506,Cefprozil,MONDO:0021201,skin infection,biolink:treats
CHEBI:3508,Ceftazidime,MONDO:0021201,skin infection,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,MONDO:0021201,skin infection,biolink:treats
CHEBI:3515,Cefuroxime,MONDO:0021201,skin infection,biolink:treats
CHEBI:3534,Cephalexin,MONDO:0021201,skin infection,biolink:treats
CHEBI:3732,Clarithromycin,MONDO:0021201,skin infection,biolink:treats
CHEBI:3746,clindamycin phosphate,MONDO:0021201,skin infection,biolink:treats
CHEBI:4846,ERYTHROMYCIN ESTOLATE,MONDO:0021201,skin infection,biolink:treats
